cell_site,calling,called,startdate,enddate,duration
7530,3976390453,3289061738,1672554207,1672554518,311
7747,3811171116,3496269445,1672565430,1672566695,1265
7974,3770635361,3316222192,1672695618,1672696245,627
7915,3773978034,3774204963,1672643451,1672646394,2943
7912,3516465662,3701691675,1672696280,1672697539,1259
7814,3774050956,3886298125,1672562589,1672565650,3061
7772,3828624701,3514472925,1672682161,1672683704,1543
7639,3501483568,3716165213,1672552625,1672552951,326
7884,3779036831,3505859863,1672579706,1672583125,3419
7910,3244389794,3624761861,1672565740,1672568791,3051
7528,3428006164,3815508790,1672673600,1672674018,418
7652,3519069599,3399004969,1672606963,1672609925,2962
7811,3829319703,3505292701,1672600997,1672601332,335
7923,3280599164,3715339701,1672617082,1672618396,1314
7774,3520756859,3774793839,1672591328,1672593136,1808
7749,3607748895,3509907947,1672672454,1672672828,374
7965,3534191820,3223968713,1672605737,1672608799,3062
7544,3520165601,3703013906,1672554690,1672554947,257
7706,3511359172,3511359172,1672577934,1672578242,308
7814,3396285984,3780914982,1672634048,1672635522,1474
7839,3412980697,3713786889,1672542762,1672544869,2107
7750,3783206719,3616944364,1672582579,1672585990,3411
7676,3235287260,3716197887,1672630558,1672631317,759
7644,3399052055,3277605882,1672658445,1672659845,1400
7826,3514472925,3701274634,1672569552,1672572101,2549
7602,3827626797,3534010629,1672629246,1672631894,2648
7975,3433804879,3774195321,1672562340,1672565221,2881
7978,3773598056,3777806071,1672563871,1672566778,2907
7929,3711504540,3534729133,1672542859,1672543188,329
7693,3904408902,3488244966,1672571516,1672572211,695
7772,3911159965,3711370563,1672561691,1672564106,2415
7523,3518669703,3710112546,1672688695,1672691719,3024
7669,3475251781,3902278226,1672694081,1672696060,1979
7863,3933210486,3338367113,1672552766,1672554735,1969
7776,3889232789,3736790081,1672644877,1672645889,1012
7835,3519428855,3409474775,1672578092,1672581660,3568
7727,3783126683,3703789494,1672652612,1672654621,2009
7500,3511170269,3311324983,1672692611,1672695921,3310
7938,3399535232,3533025282,1672689893,1672690490,597
7613,3855000166,3918584946,1672671097,1672672921,1824
7737,3493507965,3500391167,1672535077,1672537606,2529
7959,3605726278,3520030713,1672546114,1672549509,3395
7503,3713644518,3397418363,1672550929,1672552209,1280
7782,3736229191,3857349323,1672674066,1672676482,2416
7629,3417061462,3333896808,1672549572,1672551994,2422
7559,3420432297,3607748895,1672648232,1672649205,973
7493,3505193212,3770021824,1672588544,1672589509,965
7582,3311845971,3427219654,1672600720,1672601384,664
7587,3976390453,3791115967,1672636923,1672640395,3472
7963,3710112546,3391261292,1672644618,1672646774,2156
7517,3880310724,3701863557,1672553107,1672554432,1325
7709,3489962019,3500060260,1672594822,1672598235,3413
7884,3836573197,3777443199,1672576971,1672577412,441
7750,3902278226,3713969578,1672532764,1672533799,1035
7910,3510711755,3369998498,1672672403,1672676000,3597
7851,3604539807,3242408357,1672536045,1672538912,2867
7701,3500805881,3836573197,1672623484,1672625103,1619
7712,3513080274,3501730685,1672532737,1672535351,2614
7905,3520165601,3513201436,1672651250,1672653875,2625
7756,3367029997,3505973226,1672562009,1672562651,642
7789,3360743849,3780828689,1672651303,1672652005,702
7773,3662180254,3713786889,1672666006,1672667030,1024
7768,3500066230,3808324264,1672652428,1672652569,141
7829,3512166013,3534191820,1672587250,1672588830,1580
7616,3715492942,3519069599,1672556823,1672558754,1931
7878,3418728074,3774127586,1672674052,1672677179,3127
7875,3412980697,3793959750,1672596919,1672599196,2277
7653,3280964728,3760077057,1672544510,1672545908,1398
7659,3520730271,3311208440,1672675642,1672677093,1451
7980,3880285638,3513080274,1672573229,1672574567,1338
7679,3703661585,3533095755,1672666134,1672667944,1810
7897,3760183458,3336751428,1672598718,1672601765,3047
7907,3820354437,3757812939,1672601673,1672602647,974
7967,3776800213,3516606733,1672628506,1672629910,1404
7656,3496549058,3357483218,1672647095,1672650119,3024
7713,3703661585,3855000166,1672539620,1672541462,1842
7738,3388286531,3733189298,1672653580,1672654593,1013
7631,3917278625,3247428249,1672563856,1672564109,253
7953,3311603601,3485823740,1672660558,1672663334,2776
7970,3518014404,3483164654,1672549174,1672551970,2796
7524,3755920131,3404384505,1672698093,1672700440,2347
7834,3318697153,3407954858,1672609748,1672612540,2792
7648,3773814927,3859663348,1672667927,1672670240,2313
7671,3311154569,3396086535,1672669822,1672672108,2286
7931,3805347939,3882997884,1672558591,1672561537,2946
7656,3559110998,3318697153,1672664547,1672666069,1522
7805,3517255726,3778266283,1672575515,1672577263,1748
7831,3384240055,3534729133,1672662330,1672663950,1620
7697,3378092448,3778341199,1672595190,1672598074,2884
7918,3773814927,3783531004,1672550198,1672551398,1200
7932,3407673904,3509672210,1672540028,1672543284,3256
7678,3772884106,3249247700,1672587398,1672590484,3086
7642,3816454165,3360993964,1672542929,1672543589,660
7579,3716843669,3387966152,1672694647,1672695320,673
7615,3805342762,3399052055,1672566244,1672568158,1914
7931,3365278081,3500805881,1672685553,1672686912,1359
7873,3855424474,3248507722,1672635161,1672636129,968
7753,3399911573,3316173088,1672603249,1672603396,147
7586,3688418210,3513201436,1672569500,1672570803,1303
7895,3478194807,3555214688,1672593609,1672594431,822
7520,3755872268,3899266183,1672567289,1672567466,177
7754,3555214688,3429856982,1672658403,1672660628,2225
7604,3501955238,3348261553,1672698849,1672699833,984
7745,3465254146,3627937312,1672546732,1672548045,1313
7571,3304625412,3458539365,1672623275,1672625133,1858
7808,3778780511,3633420270,1672669054,1672670904,1850
7793,3756930948,3701111745,1672567034,1672568659,1625
7592,3804870229,3757562897,1672642067,1672645019,2952
7652,3510771358,3505635228,1672672227,1672673889,1662
7642,3505912939,3520165601,1672655347,1672655825,478
7929,3925620998,3809484172,1672618109,1672619944,1835
7974,3392121505,3247780536,1672547933,1672549316,1383
7961,3428674539,3792384220,1672571885,1672572155,270
7675,3808324264,3774466457,1672607346,1672607892,546
7838,3516223597,3296471982,1672633912,1672634430,518
7609,3774125065,3399535232,1672582462,1672583768,1306
7926,3515691540,3505477652,1672694286,1672697838,3552
7747,3776066388,3534702203,1672688700,1672692145,3445
7689,3466229085,3492478793,1672665724,1672668739,3015
7706,3773950140,3852391257,1672623584,1672624522,938
7840,3756462516,3200691026,1672665223,1672665415,192
7600,3716488385,3639847263,1672703483,1672706063,2580
7611,3714488548,3307097200,1672616612,1672618896,2284
7918,3517721725,3624312512,1672613562,1672614200,638
7665,3773950140,3772884106,1672592376,1672593415,1039
7967,3512510536,3760492950,1672572482,1672575616,3134
7548,3778305740,3208844525,1672672495,1672674541,2046
7734,3604539807,3883551721,1672656967,1672658169,1202
7847,3533280269,3772884106,1672648247,1672649673,1426
7874,3668898102,3249401741,1672591340,1672594244,2904
7577,3852595551,3510857360,1672693899,1672695081,1182
7574,3774125065,3701995648,1672564367,1672566156,1789
7923,3346327502,3636867411,1672577253,1672580474,3221
7722,3533095755,3409474775,1672645437,1672648869,3432
7771,3206593906,3793086311,1672643309,1672645891,2582
7830,3817621391,3756027749,1672612641,1672613712,1071
7903,3380035798,3338367113,1672633733,1672635032,1299
7854,3379589402,3519428855,1672560658,1672561339,681
7791,3883312122,3783126683,1672628396,1672628470,74
7843,3404384505,3783779671,1672686833,1672688965,2132
7978,3394330287,3783245561,1672578731,1672581772,3041
7656,3755798867,3780974443,1672593098,1672594347,1249
7654,3800886801,3710569131,1672668902,1672672281,3379
7910,3505203158,3791901535,1672658399,1672660011,1612
7765,3509773875,3509630174,1672648612,1672650451,1839
7519,3517459919,3304056063,1672547798,1672548157,359
7930,3284832486,3227457126,1672591230,1672592072,842
7673,3209048907,3424922204,1672631082,1672631704,622
7625,3715492942,3342131135,1672628595,1672630809,2214
7944,3277669002,3839849341,1672543799,1672546060,2261
7933,3314245084,3394539273,1672664021,1672664314,293
7522,3808324264,3780639480,1672699077,1672702157,3080
7762,3490191091,3385763781,1672688015,1672689632,1617
7767,3909238838,3667680268,1672665771,1672668605,2834
7485,3534492426,3438645253,1672624366,1672626362,1996
7567,3809059934,3311152102,1672646733,1672647482,749
7532,3227457126,3933210486,1672664467,1672665537,1070
7697,3792288302,3428964059,1672549120,1672550058,938
7924,3509907947,3715189301,1672587096,1672587761,665
7887,3811171116,3242408357,1672664312,1672666528,2216
7741,3505859863,3516039895,1672694715,1672695888,1173
7964,3805292782,3519428855,1672556962,1672559010,2048
7748,3613683164,3501692334,1672674963,1672677225,2262
7820,3519428855,3311718847,1672648236,1672651571,3335
7972,3608868877,3514838220,1672695912,1672696833,921
7929,3511312803,3236102733,1672678913,1672681145,2232
7892,3715189301,3505477652,1672592601,1672593377,776
7672,3249247700,3792384220,1672689574,1672691001,1427
7499,3512969370,3420432297,1672701243,1672702960,1717
7524,3778108318,3903307060,1672669135,1672669555,420
7545,3227158514,3383922351,1672622002,1672623659,1657
7935,3701995648,3500994774,1672568845,1672571915,3070
7531,3505362057,3519601612,1672620210,1672623002,2792
7916,3406784491,3520629279,1672647564,1672649250,1686
7546,3481647420,3777983879,1672619246,1672622333,3087
7682,3932051427,3512567240,1672694237,1672694512,275
7888,3405494240,3516673015,1672607500,1672611078,3578
7706,3701190899,3516039895,1672621877,1672624301,2424
7807,3811694763,3331845324,1672577750,1672578099,349
7575,3716900301,3509352754,1672693432,1672695787,2355
7625,3791901535,3701178711,1672608392,1672608931,539
7704,3206593906,3200198928,1672536243,1672537833,1590
7726,3783705817,3779528381,1672594974,1672598238,3264
7698,3836573197,3352603894,1672621787,1672623217,1430
7698,3501730685,3297463265,1672603634,1672604323,689
7856,3378092448,3737079798,1672572538,1672575134,2596
7742,3770824086,3770824086,1672575501,1672577165,1664
7576,3899371911,3836573197,1672606417,1672609864,3447
7654,3604539807,3683766533,1672675601,1672678240,2639
7727,3970117174,3807987001,1672683945,1672684324,379
7754,3550946908,3510244400,1672616939,1672619292,2353
7865,3485008994,3533371364,1672700976,1672701921,945
7580,3918584946,3791594391,1672629254,1672632310,3056
7956,3534424200,3617055293,1672625269,1672628253,2984
7765,3514838220,3505135325,1672675969,1672676058,89
7505,3783509527,3780503655,1672684579,1672687637,3058
7818,3244436890,3904775198,1672539419,1672541037,1618
7777,3776338577,3209048907,1672666873,1672669671,2798
7809,3511170269,3791115967,1672562829,1672564044,1215
7647,3387674757,3836573197,1672686369,1672686938,569
7715,3517721725,3792768129,1672659744,1672659996,252
7808,3344019610,3286658957,1672673441,1672675847,2406
7562,3520888296,3793286136,1672691662,1672695125,3463
7533,3533137446,3511125626,1672698324,1672699052,728
7932,3899371911,3792844210,1672576441,1672579047,2606
7952,3772053179,3513599775,1672639823,1672641975,2152
7830,3839849341,3909238838,1672580863,1672582394,1531
7654,3208844525,3756027749,1672627647,1672630826,3179
7690,3777936328,3514472925,1672576957,1672577573,616
7722,3514245078,3515125508,1672537271,1672537883,612
7816,3559110998,3972709319,1672555895,1672557445,1550
7585,3773429448,3772758337,1672690199,1672692918,2719
7958,3510380060,3501184421,1672602525,1672602753,228
7876,3826415738,3904408902,1672681274,1672683996,2722
7768,3770101921,3703013906,1672540917,1672541304,387
7812,3249401741,3496549058,1672614477,1672616877,2400
7752,3779528381,3222521619,1672537104,1672538204,1100
7605,3807987001,3939952128,1672670537,1672671441,904
7572,3209551760,3859525941,1672591623,1672592924,1301
7839,3336742544,3520709480,1672693875,1672696481,2606
7697,3715189301,3825229501,1672686479,1672689607,3128
7763,3490191091,3701863557,1672558727,1672561348,2621
7572,3757562897,3808324264,1672636343,1672639247,2904
7883,3311603601,3484995752,1672651172,1672653360,2188
7645,3826415738,3500994774,1672622843,1672623340,497
7823,3714821932,3511170269,1672537776,1672539734,1958
7569,3780503655,3512683609,1672685273,1672688542,3269
7748,3793338102,3365278081,1672681595,1672683056,1461
7570,3615046771,3312664885,1672635303,1672636957,1654
7512,3406784491,3349613093,1672673675,1672674712,1037
7489,3685818092,3519428855,1672686548,1672689601,3053
7582,3760509236,3520730271,1672556344,1672557308,964
7679,3208844525,3289061738,1672621340,1672623576,2236
7964,3511125626,3930791338,1672535330,1672537337,2007
7746,3220716272,3514838220,1672555502,1672557520,2018
7573,3344019610,3520719611,1672619828,1672622557,2729
7719,3701111745,3777623166,1672691626,1672694734,3108
7795,3311090974,3774339795,1672610308,1672612872,2564
7728,3827222533,3394539273,1672555371,1672557738,2367
7580,3334033993,3509773875,1672592328,1672592827,499
7829,3518163778,3809484172,1672573833,1672577343,3510
7707,3855424474,3772746272,1672661361,1672664537,3176
7663,3701984666,3780609808,1672690509,1672691806,1297
7827,3476232529,3291235378,1672696530,1672697943,1413
7956,3505347134,3605726278,1672562593,1672566140,3547
7900,3337544549,3701190899,1672638225,1672638534,309
7980,3822654369,3336751428,1672689327,1672690662,1335
7684,3829232696,3779036831,1672563172,1672564987,1815
7942,3757455053,3607748895,1672687443,1672688321,878
7639,3755625324,3889232789,1672694444,1672696652,2208
7934,3756528686,3937224533,1672601988,1672602980,992
7767,3829319703,3833889105,1672689196,1672690810,1614
7594,3773814927,3554917400,1672696763,1672698307,1544
7869,3715339701,3517509185,1672604958,1672607985,3027
7789,3855937514,3497901842,1672548200,1672548580,380
7780,3511687358,3221536550,1672685770,1672688587,2817
7536,3713630656,3200198928,1672653636,1672654841,1205
7842,3783196518,3360743849,1672589897,1672591718,1821
7589,3605726278,3613995936,1672585571,1672588793,3222
7486,3208844525,3777514571,1672624003,1672625311,1308
7842,3224058172,3853018906,1672637593,1672640889,3296
7971,3286658957,3501927421,1672560757,1672560845,88
7674,3757161914,3774045700,1672585285,1672587956,2671
7828,3904408902,3809059934,1672626242,1672627241,999
7676,3518014404,3519152550,1672574732,1672574915,183
7694,3855424474,3518669703,1672623750,1672625734,1984
7682,3817621391,3737051610,1672626396,1672627229,833
7723,3394539273,3412825109,1672539903,1672542624,2721
7979,3773205565,3813052709,1672642956,1672643993,1037
7499,3780609808,3685818092,1672684416,1672684498,82
7927,3493507965,3519912874,1672681948,1672683735,1787
7818,3303705369,3485823740,1672582812,1672583900,1088
7505,3755436115,3519654779,1672597406,1672599143,1737
7958,3430074045,3512217942,1672538125,1672540742,2617
7535,3713370078,3805292782,1672701006,1672702870,1864
7800,3365278081,3701967560,1672579592,1672583123,3531
7565,3793627961,3779740455,1672635039,1672637410,2371
7725,3664170666,3273500349,1672643747,1672644046,299
7626,3779976989,3701863557,1672619703,1672620635,932
7956,3517864478,3511312803,1672654740,1672656918,2178
7962,3793389510,3534492426,1672578814,1672582151,3337
7692,3979339287,3303751772,1672576540,1672578100,1560
7935,3780974443,3793871337,1672593764,1672595442,1678
7668,3362000049,3518360734,1672564709,1672567289,2580
7864,3614238812,3688683847,1672701810,1672702642,832
7827,3772746272,3780503655,1672663496,1672666703,3207
7881,3475795792,3489728806,1672593764,1672594391,627
7806,3512217942,3509907947,1672620744,1672621729,985
7589,3229058858,3311648200,1672613789,1672616018,2229
7972,3792902982,3276993580,1672648848,1672650645,1797
7973,3855937514,3280964728,1672571489,1672574475,2986
7961,3883085535,3772337814,1672670772,1672673964,3192
7982,3520706195,3826415738,1672640091,1672640669,578
7572,3533369198,3359910781,1672588137,1672588382,245
7689,3505347134,3783083229,1672669203,1672672292,3089
7596,3703013906,3793338102,1672674211,1672677485,3274
7490,3756462516,3206603608,1672687419,1672690074,2655
7783,3812176780,3793086311,1672687506,1672691006,3500
7652,3776948966,3939952128,1672596015,1672598729,2714
7830,3776513891,3505530961,1672584063,1672586697,2634
7660,3315583351,3925620998,1672539295,1672542784,3489
7598,3617734118,3276993580,1672552929,1672555961,3032
7535,3510380060,3509907947,1672683673,1672687071,3398
7532,3395152943,3399004969,1672586887,1672590380,3493
7768,3823600322,3634340855,1672568133,1672569798,1665
7657,3505292701,3248507722,1672638592,1672639400,808
7675,3715339701,3776948966,1672670329,1672673090,2761
7491,3471220483,3903009525,1672589163,1672592378,3215
7781,3756453423,3238712269,1672590501,1672590654,153
7578,3351008918,3505883609,1672629535,1672631462,1927
7527,3248507722,3389115045,1672615456,1672617394,1938
7861,3667680268,3277939457,1672589024,1672590891,1867
7704,3662180254,3817621391,1672533043,1672535770,2727
7844,3514838220,3625274012,1672544080,1672546385,2305
7947,3777079686,3279721246,1672593158,1672593818,660
7737,3780609808,3291883916,1672571031,1672571720,689
7526,3918674986,3224716315,1672611441,1672614319,2878
7837,3774793839,3505904952,1672628775,1672630224,1449
7798,3710569131,3851190615,1672649008,1672651683,2675
7791,3518260334,3505347134,1672534661,1672537623,2962
7717,3889232789,3520756859,1672634648,1672635056,408
7711,3501927421,3834257412,1672698685,1672699183,498
7819,3780593036,3513599775,1672700991,1672703973,2982
7977,3505219850,3711308224,1672536390,1672538218,1828
7722,3505859863,3777514571,1672688291,1672689131,840
7916,3500066230,3903307060,1672697006,1672697705,699
7919,3404058699,3509907947,1672666098,1672669518,3420
7897,3501730685,3772758337,1672535904,1672537120,1216
7726,3770447408,3510711755,1672532202,1672532501,299
7610,3511332835,3516065852,1672596861,1672597345,484
7975,3473562469,3534313900,1672660131,1672663109,2978
7788,3501198706,3311993075,1672637587,1672639718,2131
7750,3311090974,3825229501,1672569379,1672572699,3320
7487,3534729133,3791957752,1672558510,1672561119,2609
7906,3337544549,3760569731,1672533351,1672533705,354
7968,3500729955,3713370078,1672585231,1672588432,3201
7723,3757682496,3711262377,1672701004,1672703415,2411
7508,3518014636,3783509527,1672580060,1672581978,1918
7954,3793286136,3817316561,1672690928,1672692030,1102
7725,3976390453,3510771358,1672625827,1672627622,1795
7692,3244173074,3367029997,1672538098,1672539170,1072
7652,3505201246,3533385867,1672569752,1672572846,3094
7881,3924549929,3278365525,1672640756,1672641828,1072
7795,3520030713,3509634629,1672648356,1672651592,3236
7548,3883861463,3209027249,1672554182,1672557665,3483
7702,3975287541,3886298125,1672543700,1672545300,1600
7502,3505530961,3505203158,1672600228,1672601050,822
7709,3514283243,3402943525,1672545641,1672548695,3054
7652,3711973519,3972709319,1672665849,1672668465,2616
7874,3318166135,3716900301,1672623422,1672625614,2192
7794,3774010081,3418728074,1672650677,1672651817,1140
7943,3915628728,3364543015,1672581740,1672584291,2551
7966,3791553060,3518014636,1672596288,1672597191,903
7631,3244485293,3278365525,1672661336,1672663586,2250
7601,3715339701,3703889596,1672535968,1672536296,328
7838,3374559242,3520751702,1672599518,1672602256,2738
7832,3533385867,3774520233,1672587924,1672588219,295
7810,3302626661,3311871871,1672621967,1672622140,173
7705,3223789409,3918247820,1672634039,1672635383,1344
7892,3512969370,3385763781,1672701103,1672701396,293
7843,3500499542,3235287260,1672655569,1672658367,2798
7865,3853018906,3772337814,1672546051,1672548658,2607
7791,3518496488,3500177712,1672555447,1672555960,513
7693,3715981584,3291235378,1672615681,1672617373,1692
7903,3607178184,3822654369,1672540151,1672541967,1816
7538,3733891182,3516011407,1672569547,1672571357,1810
7923,3776066388,3756453423,1672604754,1672607120,2366
7801,3515125508,3793338102,1672556763,1672559689,2926
7866,3912536808,3472130842,1672545259,1672548082,2823
7821,3404058699,3826633236,1672696006,1672699030,3024
7811,3783531004,3415546117,1672588751,1672592345,3594
7608,3520012395,3793436995,1672672971,1672673417,446
7612,3773755137,3244436890,1672552456,1672554949,2493
7956,3737154119,3804870229,1672700411,1672702014,1603
7757,3755436115,3818255890,1672564850,1672567646,2796
7950,3815508790,3209048907,1672536918,1672539323,2405
7762,3780639480,3206254161,1672587014,1672589015,2001
7950,3739106581,3780813786,1672568223,1672570115,1892
7903,3755042098,3793389510,1672665877,1672669365,3488
7823,3514838220,3791997875,1672602246,1672604141,1895
7812,3433804879,3615046771,1672629646,1672632181,2535
7542,3616944364,3404058699,1672610180,1672613578,3398
7807,3399004969,3312664885,1672602098,1672602326,228
7730,3505477652,3500374658,1672540106,1672543405,3299
7879,3859663348,3429856982,1672564171,1672564889,718
7646,3703661585,3716835696,1672654434,1672657337,2903
7685,3500060260,3713644518,1672625508,1672627150,1642
7863,3234541252,3826760240,1672538321,1672538539,218
7506,3418728074,3774466457,1672669907,1672672105,2198
7777,3791115967,3629547065,1672632390,1672633034,644
7816,3783083229,3399004969,1672612627,1672614990,2363
7849,3533810360,3533025282,1672638823,1672639019,196
7658,3774050956,3510173870,1672550676,1672551910,1234
7848,3885670556,3783779671,1672549544,1672549714,170
7502,3276993580,3716165213,1672672199,1672674766,2567
7832,3812176780,3420432297,1672661682,1672662364,682
7498,3777623166,3200691026,1672675323,1672675824,501
7715,3855602893,3284639858,1672542608,1672543471,863
7828,3518260334,3374559242,1672570127,1672570863,736
7552,3755920131,3979339287,1672646534,1672648986,2452
7935,3760267716,3710408395,1672535972,1672537681,1709
7828,3512142794,3313564074,1672652922,1672654108,1186
7714,3755511676,3711569060,1672681533,1672684293,2760
7630,3756623396,3666506258,1672675829,1672678827,2998
7706,3711504540,3311993075,1672556591,1672558084,1493
7595,3711569060,3805292782,1672541985,1672542857,872
7901,3915628728,3774520233,1672699357,1672700651,1294
7819,3937224533,3374559242,1672666828,1672667382,554
7851,3770851318,3277939457,1672654912,1672657142,2230
7532,3489217083,3280615985,1672574623,1672577235,2612
7654,3367029997,3493507965,1672588491,1672590038,1547
7717,3903009525,3917278625,1672655728,1672657295,1567
7742,3512720680,3394539273,1672669846,1672672985,3139
7654,3827222533,3496549058,1672601954,1672604865,2911
7563,3519703355,3336742544,1672671909,1672672266,357
7620,3483949762,3477375368,1672570981,1672574145,3164
7667,3886298125,3667680268,1672575654,1672577491,1837
7532,3772309166,3636867411,1672580526,1672583428,2902
7878,3404384505,3379589402,1672551631,1672555116,3485
7681,3505193212,3780593036,1672558459,1672558690,231
7855,3918674986,3664517356,1672575124,1672578696,3572
7801,3885670556,3533280269,1672691768,1672694619,2851
7895,3510937904,3772746272,1672567635,1672568112,477
7538,3791602225,3534010629,1672566652,1672567980,1328
7864,3793389510,3236102733,1672638675,1672640857,2182
7697,3780914982,3757455053,1672544392,1672547492,3100
7915,3828365570,3319752091,1672652646,1672653280,634
7754,3534492426,3774204963,1672579318,1672581579,2261
7719,3301107849,3520931254,1672616236,1672618763,2527
7911,3311648200,3488244966,1672640656,1672641801,1145
7678,3361230905,3770101921,1672613889,1672616310,2421
7983,3517721725,3277605882,1672571945,1672575358,3413
7612,3349613093,3493507965,1672587113,1672589846,2733
7855,3972709319,3882242815,1672581470,1672581801,331
7667,3800886801,3505904952,1672564602,1672567229,2627
7649,3454042520,3774338212,1672690752,1672693938,3186
7885,3903307060,3731419510,1672541274,1672544048,2774
7595,3505859863,3513599775,1672698044,1672699127,1083
7789,3791997875,3780788622,1672555034,1672557472,2438
7783,3514245078,3430352815,1672597975,1672599998,2023
7802,3518876135,3404058699,1672634615,1672636059,1444
7899,3760077057,3805292782,1672684658,1672687723,3065
7964,3209048907,3509630174,1672542239,1672542542,303
7637,3510857360,3774127586,1672658543,1672661226,2683
7512,3757246925,3701898991,1672581795,1672584447,2652
7597,3316222192,3284639858,1672595506,1672595740,234
7665,3859663348,3715581279,1672559765,1672563305,3540
7558,3780788622,3377766165,1672583515,1672584158,643
7631,3760267716,3206254161,1672557592,1672558864,1272
7700,3701534009,3770101921,1672604949,1672608459,3510
7854,3701190899,3756453423,1672606328,1672608051,1723
7599,3481502100,3500994774,1672618979,1672622380,3401
7789,3777717988,3711571712,1672602668,1672604181,1513
7553,3200198928,3534729133,1672643514,1672644388,874
7891,3519703355,3520190170,1672689510,1672689975,465
7822,3344364444,3774520233,1672691717,1672692446,729
7809,3501364586,3467773920,1672589052,1672589857,805
7934,3922275416,3480687894,1672604401,1672604607,206
7560,3519703355,3277939457,1672573944,1672574947,1003
7722,3377766165,3520190170,1672544767,1672545798,1031
7779,3760489031,3236102733,1672586922,1672587094,172
7666,3924549929,3918056059,1672623980,1672627239,3259
7945,3298288268,3516039895,1672567315,1672568416,1101
7787,3505219850,3209383861,1672684239,1672684926,687
7694,3757682496,3827626797,1672620249,1672622536,2287
7876,3703871468,3611150562,1672617604,1672620332,2728
7938,3757682496,3519069599,1672651781,1672655228,3447
7908,3407725581,3311154569,1672621714,1672622083,369
7903,3511332835,3312664885,1672569830,1672572899,3069
7804,3736625083,3505973226,1672660054,1672662238,2184
7724,3713370078,3735319397,1672532348,1672535530,3182
7968,3883042241,3518876135,1672597469,1672599640,2171
7687,3367029997,3808324264,1672537923,1672538626,703
7850,3201324715,3500391167,1672604817,1672606059,1242
7932,3415443558,3716258994,1672627876,1672630583,2707
7949,3367902229,3774366875,1672684283,1672687250,2967
7896,3783206719,3618045231,1672536910,1672538423,1513
7565,3817316561,3391915121,1672618511,1672620731,2220
7917,3220716272,3791874383,1672569514,1672572023,2509
7681,3855000166,3505791599,1672678169,1672678958,789
7885,3432665384,3428006164,1672638058,1672640141,2083
7542,3668005723,3501692334,1672633537,1672633766,229
7484,3736786443,3859663348,1672687505,1672688045,540
7826,3318166135,3756451663,1672614289,1672614962,673
7722,3336751428,3511350608,1672669032,1672670119,1087
7942,3517721725,3826759140,1672646337,1672649617,3280
7561,3533810360,3629547065,1672568111,1672569715,1604
7856,3373384732,3509933351,1672606233,1672608018,1785
7550,3772544062,3516629436,1672606411,1672606740,329
7613,3829232696,3774793839,1672548528,1672548796,268
7932,3386707783,3277605882,1672621771,1672624502,2731
7486,3518876135,3249247700,1672558166,1672559665,1499
7880,3625274012,3517509185,1672542784,1672545233,2449
7813,3783083229,3834257412,1672604408,1672607163,2755
7807,3608633356,3427283336,1672619618,1672619890,272
7557,3809484172,3902383721,1672598347,1672599792,1445
7735,3703223015,3756462516,1672534609,1672535104,495
7610,3924549929,3978105277,1672607478,1672609133,1655
7615,3511271692,3909606423,1672686513,1672688789,2276
7547,3235287260,3756623396,1672550499,1672552358,1859
7904,3501955238,3501606184,1672634014,1672635290,1276
7568,3516016437,3756462516,1672547067,1672549850,2783
7633,3755625324,3834257412,1672682241,1672684340,2099
7538,3617055293,3477649378,1672657080,1672658846,1766
7575,3249401741,3311415018,1672701148,1672703485,2337
7973,3489962019,3730517636,1672641437,1672643026,1589
7628,3792768129,3311203656,1672577749,1672578943,1194
7536,3756451663,3760509236,1672682228,1672682393,165
7541,3882242815,3774580701,1672656094,1672659604,3510
7858,3760598102,3713894336,1672623974,1672625680,1706
7953,3284639858,3880310724,1672656892,1672657679,787
7617,3922337974,3791942683,1672590786,1672594118,3332
7940,3778108318,3229058858,1672703667,1672706387,2720
7940,3793627961,3286658957,1672619555,1672621808,2253
7773,3517509185,3249247700,1672691915,1672693102,1187
7810,3201848640,3903307060,1672679538,1672682615,3077
7808,3311208440,3975287541,1672615914,1672617078,1164
7606,3710344260,3511841857,1672534900,1672537657,2757
7688,3232962003,3978115672,1672609118,1672612656,3538
7659,3757682496,3248507722,1672553943,1672555980,2037
7813,3384951177,3509907947,1672545224,1672547610,2386
7848,3331845324,3533653428,1672541095,1672543188,2093
7611,3883042241,3760561634,1672664553,1672667452,2899
7586,3777776687,3783245561,1672611303,1672611990,687
7552,3916289176,3500177712,1672539660,1672541339,1679
7562,3668898102,3489728806,1672695072,1672696907,1835
7739,3703223015,3512720680,1672614774,1672616957,2183
7811,3710112546,3660493209,1672661226,1672662573,1347
7745,3916289176,3458539365,1672641149,1672644042,2893
7617,3505883609,3279721246,1672595971,1672597097,1126
7635,3280599164,3511125626,1672640647,1672641791,1144
7957,3407725581,3899204805,1672572369,1672573285,916
7486,3520165601,3430504438,1672585612,1672586302,690
7888,3505962865,3394330287,1672534586,1672536390,1804
7964,3519912874,3510857360,1672601192,1672601369,177
7972,3716843669,3277939457,1672620433,1672620849,416
7648,3291235378,3500177712,1672569450,1672570091,641
7946,3970117174,3703789494,1672668495,1672670966,2471
7922,3757246925,3634995491,1672535286,1672538779,3493
7631,3970117174,3703223015,1672655153,1672655896,743
7712,3505098372,3713644518,1672604454,1672607916,3462
7634,3386707783,3249401741,1672697767,1672699528,1761
7680,3505638204,3735733948,1672642953,1672645192,2239
